seq,feed_to_engine_ns,decision_ns,total_ns
1,198581,43,3483
2,195906,28,460
3,196348,26,795
4,197157,27,175
5,197360,107,450
6,197731,36,148
7,197897,28,192
8,198043,28,132
9,198206,28,172
10,198421,28,162
11,198710,28,154
12,198904,28,106
13,199162,29,193
14,199388,27,105
15,199528,29,92
16,199673,26,163
17,199971,27,107
18,200231,28,172
19,200449,26,226
20,200647,26,112
21,200896,27,138
22,201079,27,167
23,201380,27,177
24,201594,27,163
25,201807,28,1946
26,203791,28,127
27,204058,28,124
28,204226,28,193
29,204466,27,111
30,204733,29,130
31,204915,28,115
32,205178,28,115
33,205356,28,100
34,205502,28,105
35,205659,28,111
36,205917,28,115
37,206079,28,96
38,206334,27,172
39,206477,28,110
40,206719,27,187
41,207043,29,181
42,207274,27,111
43,207354,28,208
44,207612,27,94
45,207773,27,81
46,207897,28,165
47,208115,28,1085
48,209243,28,125
49,209500,27,223
50,209774,30,156
51,210064,28,121
52,210333,28,120
53,210500,28,132
54,210808,27,153
55,211012,27,102
56,211265,28,103
57,211414,27,153
58,211704,28,331
59,212080,27,179
60,212310,27,157
61,212528,27,108
62,212788,28,202
63,212726,28,159
64,213016,27,124
65,213172,27,121
66,213429,27,194
67,213736,28,337
68,214116,1215,20066
69,234240,60,166
70,234452,45,181
71,234695,44,158
72,234989,28,105
73,235244,32,107
74,235412,36,129
75,235695,27,114
76,235852,27,110
77,236015,28,121
78,236179,28,99
79,236321,28,111
80,236486,27,109
81,236647,35,117
82,236902,29,103
83,237050,28,131
84,237304,28,95
85,237530,31,141
86,237729,28,134
87,238012,29,215
88,238280,27,95
89,238535,28,119
90,238713,28,129
91,239002,28,118
92,239173,30,97
93,239313,29,118
94,239479,27,113
95,239738,27,112
96,239904,28,118
97,240062,28,103
98,240315,28,105
99,240481,27,103
100,240745,29,121
101,240909,27,119
102,241185,29,109
103,241353,30,324
104,241724,27,108
105,241803,28,105
106,241959,28,107
107,242108,29,101
108,242250,32,150
109,242455,29,195
110,242710,27,113
111,242973,28,108
112,243126,28,107
113,243389,28,134
114,243673,28,130
115,243941,29,115
116,244104,30,115
117,244383,28,92
118,244647,42,107
119,244941,36,130
120,245206,37,117
121,245492,36,105
122,245650,30,109
123,245906,30,108
124,246060,31,101
125,246204,33,175
126,246108,31,117
127,246374,31,112
128,246674,32,117
129,249575,33,120
130,249848,31,89
131,249906,31,108
132,249936,158,237
133,250216,31,107
134,250383,32,119
135,250444,31,106
136,250453,32,105
137,250488,32,110
138,250628,36,115
139,250773,38,116
140,250932,32,114
141,251085,32,104
142,251234,32,97
143,251388,32,186
144,251624,32,99
145,251888,32,193
146,252137,32,108
147,252399,32,99
148,252633,31,112
149,252793,31,106
150,252943,31,113
151,253099,31,825
152,253977,32,108
153,254245,32,107
154,254393,33,113
155,254556,32,112
156,254714,30,103
157,254867,32,101
158,255026,31,106
159,255275,32,111
160,255539,32,113
161,255694,30,105
162,255843,31,113
163,255998,32,103
164,256151,32,100
165,256385,31,99
166,256659,33,135
167,256921,31,118
168,257083,32,106
169,257236,33,107
170,257384,31,103
171,257554,31,108
172,257817,32,105
173,258076,32,108
174,258221,31,115
175,258376,33,114
176,258537,31,98
177,258606,31,122
178,258789,33,138
179,259063,32,127
180,259236,30,100
181,259383,30,118
182,259554,31,122
183,259722,32,98
184,259866,31,104
185,260019,32,133
186,260278,33,100
187,260547,33,115
188,260517,32,112
189,260680,31,100
190,260934,31,111
191,261198,30,113
192,261359,32,114
193,261593,32,157
194,261708,32,100
195,261760,32,102
196,261902,84,179
197,262120,32,113
198,262291,31,119
199,262445,31,109
200,262601,31,126
201,262851,33,97
202,262868,39,143
203,262941,31,111
204,263071,32,128
205,263248,32,87
206,263384,31,100
207,263539,32,110
208,263788,32,119
209,263956,32,115
210,264109,32,112
211,264263,33,113
212,264418,31,168
213,264637,33,129
214,264891,31,106
215,265038,31,172
216,265262,30,136
217,265534,33,122
218,265706,31,132
219,265978,31,176
220,266223,32,106
221,266480,30,121
222,266657,32,119
223,266920,31,164
224,267144,32,98
225,267390,32,118
226,267558,32,128
227,267731,33,127
228,267902,31,114
229,268061,31,125
230,268232,30,105
231,268387,31,140
232,268571,31,96
233,268715,32,109
234,268871,31,117
235,269128,33,113
236,269392,30,123
237,269565,32,119
238,269655,30,128
239,269939,32,104
240,270194,31,96
241,270332,31,114
242,270493,31,106
243,270750,31,175
244,271053,33,119
245,271282,32,118
246,271544,32,122
247,271715,31,99
248,271861,31,107
249,272023,32,117
250,272282,31,163
251,272274,32,99
252,272535,32,125
253,272701,31,123
254,272870,31,115
255,273033,32,114
256,273198,31,155
257,275279,30,253
258,275471,33,171
259,275673,33,119
260,275797,62,131
261,275862,31,99
262,276042,32,100
263,276303,31,126
264,276476,31,117
265,276526,30,109
266,276577,31,137
267,276653,31,165
268,276868,32,116
269,277131,31,115
270,277294,31,114
271,277565,30,113
272,277839,32,176
273,278150,31,123
274,278405,31,168
275,278616,31,113
276,278769,31,127
277,278946,140,2815
278,281806,43,297
279,282149,30,211
280,282405,27,112
281,282569,31,148
282,282890,29,126
283,283168,33,111
284,283435,32,111
285,283738,38,214
286,283995,31,98
287,321268,33,145
288,321458,30,256
289,321760,27,132
290,321937,28,128
291,322111,27,116
292,322275,29,157
293,322491,27,113
294,322746,30,116
295,322913,29,115
296,323176,27,96
297,323324,27,105
298,323593,27,100
299,323739,29,85
300,323792,31,285
301,324122,27,105
302,324378,28,141
303,324561,27,94
304,324817,28,93
305,325036,28,139
306,325219,28,107
307,325476,28,124
308,325640,31,269
309,325956,28,114
310,326223,27,91
311,326286,28,114
312,326468,32,233
313,326445,28,119
314,326613,27,107
315,326780,28,126
316,326950,29,113
317,327107,28,100
318,327257,28,108
319,327408,28,108
320,327561,28,107
321,327822,28,121
322,327865,29,119
323,328000,27,98
324,328052,155,242
325,328239,34,119
326,328395,31,122
327,328443,40,123
328,328727,33,132
329,328803,32,100
330,329052,32,99
331,329185,32,115
332,329304,32,101
333,329560,32,115
334,329721,31,106
335,329988,32,114
336,330147,33,114
337,330404,31,129
338,330571,32,121
339,330736,32,114
340,330897,32,125
341,331071,32,116
342,331227,32,98
343,331374,32,119
344,331542,32,118
345,331800,31,125
346,331968,33,125
347,332224,32,109
348,332380,33,116
349,332641,31,98
350,332788,33,114
351,332956,32,168
352,333179,31,345
353,333570,32,117
354,333851,33,99
355,334116,32,120
356,334278,31,131
357,334588,32,98
358,334749,31,117
359,335006,33,115
360,335175,33,106
361,335326,33,121
362,335498,31,103
363,335571,33,99
364,335637,32,97
365,335773,31,203
366,336022,31,111
367,336177,31,167
368,336403,31,109
369,336657,31,103
370,336818,31,123
371,337072,30,104
372,337225,31,128
373,337508,31,97
374,337735,31,116
375,337711,31,116
376,337873,32,107
377,338133,32,136
378,338318,32,133
379,338633,33,112
380,338801,32,99
381,338945,32,96
382,339090,33,109
383,339260,33,116
384,339533,32,99
385,342172,39,179
386,343805,35,206
387,344052,41,134
388,344285,155,260
389,344592,48,143
390,344775,39,148
391,344986,34,132
392,345264,35,153
393,345562,34,266
394,345881,33,139
395,346165,40,154
396,346370,47,149
397,346668,32,115
398,346932,35,145
399,347229,37,142
400,347422,35,147
401,347713,41,166
402,347936,31,141
403,348214,39,144
404,348329,35,129
405,348610,34,310
406,348968,43,137
407,349241,44,129
408,349433,39,128
409,349680,35,131
410,349951,32,110
411,350213,33,123
412,350380,33,152
413,350604,38,137
414,350801,39,148
415,351095,42,191
416,351348,41,169
417,351655,37,146
418,351854,33,157
419,352078,40,150
420,352374,36,139
421,352566,40,146
422,352851,38,263
423,353166,41,126
424,353335,34,116
425,353501,32,125
426,353674,32,122
427,353850,39,119
428,354011,40,219
429,354281,41,154
430,354582,33,124
431,354755,40,122
432,355032,37,131
433,355306,34,161
434,355523,44,144
435,355829,37,227
436,356109,33,117
437,356198,34,142
438,356203,32,124
439,356475,37,171
440,356700,31,97
441,356966,33,101
442,357233,37,138
443,357421,35,168
444,357731,40,135
445,357930,39,183
446,358169,33,102
447,358242,33,168
448,358559,33,132
449,358736,35,140
450,359024,33,108
451,359053,40,131
452,359234,84,336
453,359624,32,125
454,359888,33,110
455,360045,31,115
456,360211,32,109
457,360459,30,117
458,360615,32,124
459,360793,33,108
460,360950,32,114
461,361112,32,222
462,361380,31,172
463,361683,31,111
464,361953,31,123
465,362232,32,174
466,362452,33,113
467,362711,33,212
468,362973,31,106
469,363047,31,89
470,363178,30,101
471,363438,32,105
472,363584,31,120
473,363752,31,98
474,364002,31,114
475,364257,31,124
476,364430,31,225
477,364703,31,109
478,364965,33,181
479,365190,32,125
480,365451,31,197
481,365706,31,107
482,365972,246,2648
483,368662,37,134
484,368934,28,200
485,369103,32,167
486,369316,34,145
487,369598,33,238
488,369883,32,171
489,370099,28,126
490,370365,28,167
491,370577,29,160
492,370881,28,111
493,371040,28,200
494,371287,28,121
495,371516,28,219
496,371781,30,173
497,372000,33,116
498,372261,29,181
499,372483,28,160
500,372497,29,123
501,372667,28,146
502,372943,27,160
503,373245,33,129
504,373416,28,95
505,373678,29,130
506,373850,33,119
507,374010,29,104
508,374167,28,118
509,374330,28,163
510,374625,28,162
511,374920,28,157
512,375119,27,114
513,377160,29,189
514,377394,29,181
515,377697,28,115
516,377982,66,195
517,378229,27,102
518,378487,28,111
519,378643,31,184
520,378868,28,106
521,379134,28,107
522,379286,28,116
523,379445,27,111
524,379606,28,89
525,379747,28,94
526,379905,28,164
527,380203,28,125
528,380382,28,95
529,380639,31,155
530,380846,27,100
531,381115,29,106
532,381273,50,119
533,381543,40,114
534,381705,37,107
535,381961,35,154
536,382173,36,317
537,382535,31,118
538,382802,30,169
539,383012,29,135
540,383191,31,103
541,383343,32,119
542,383602,31,115
543,383766,32,115
544,383926,30,126
545,384094,32,131
546,384273,31,97
547,384420,31,115
548,384587,31,156
549,384714,33,109
550,384960,31,107
551,385220,34,102
552,385492,32,120
553,385659,32,105
554,385816,32,125
555,385985,32,106
556,386242,30,115
557,386406,32,157
558,386698,31,117
559,386958,33,108
560,387221,33,117
561,387380,31,159
562,387597,32,154
563,387591,36,116
564,387853,32,123
565,388112,32,107
566,388380,31,128
567,388584,30,105
568,388755,30,150
569,388944,31,114
570,389206,31,114
571,389377,32,99
572,389637,32,106
573,389790,32,120
574,389958,32,155
575,390169,31,159
576,390467,30,115
577,390624,31,95
578,390766,30,124
579,390934,32,203
580,391182,98,171
581,391495,38,113
582,391757,32,108
583,391922,32,131
584,392005,31,86
585,392062,31,115
586,392133,30,107
587,392283,32,115
588,392444,31,116
589,392601,31,127
590,392773,32,112
591,392929,30,107
592,393084,31,109
593,393164,31,108
594,393429,31,109
595,393587,31,153
596,393803,31,101
597,394050,30,152
598,394258,39,122
599,394510,31,88
600,394645,31,112
601,394807,31,159
602,395095,31,112
603,395356,32,112
604,395617,32,107
605,395764,31,106
606,395911,32,118
607,396075,31,126
608,396243,32,188
609,396488,30,136
610,396757,33,112
611,397032,31,105
612,397305,31,108
613,397574,33,122
614,397839,32,165
615,398058,32,111
616,398320,31,109
617,398579,32,112
618,398738,32,118
619,398900,32,114
620,399055,32,114
621,399218,40,200
622,399458,32,107
623,399608,31,127
624,399775,32,111
625,399643,33,113
626,399895,32,118
627,400063,31,115
628,400224,32,107
629,400382,32,121
630,400548,32,114
631,400709,31,116
632,400867,30,167
633,401081,36,113
634,401345,31,108
635,401496,32,122
636,401661,32,120
637,401824,31,99
638,401967,30,128
639,402144,32,143
640,402255,30,111
641,404118,31,131
642,404374,32,111
643,404641,31,93
644,404777,64,141
645,404965,33,107
646,405223,33,124
647,405390,32,120
648,405552,31,124
649,405720,32,198
650,405958,30,123
651,406123,31,86
652,406255,30,127
653,406436,32,118
654,406700,32,132
655,406970,33,121
656,407135,33,85
657,407228,32,130
658,407407,32,113
659,407676,36,209
660,407940,32,119
661,408107,32,112
662,408269,31,106
663,408420,31,99
664,408583,31,130
665,408684,32,111
666,408943,31,115
667,409105,32,109
668,409261,32,144
669,409589,31,114
670,409749,30,109
671,409906,29,114
672,410076,32,139
673,410344,31,96
674,410606,30,114
675,410768,31,131
676,410941,32,104
677,411093,32,106
678,411249,31,128
679,411526,31,119
680,411794,31,110
681,412057,31,113
682,412320,32,113
683,412479,32,98
684,412625,33,100
685,412785,32,109
686,413039,31,107
687,412923,32,127
688,413101,30,96
689,413250,33,115
690,413408,136,1652
691,415111,29,124
692,415285,31,119
693,415451,31,108
694,415603,39,267
695,415919,28,97
696,416062,32,131
697,416238,30,113
698,416495,31,163
699,416794,32,111
700,417056,29,141
701,417335,31,119
702,417620,28,100
703,417889,28,109
704,418064,28,114
705,418266,28,116
706,418425,29,113
707,418582,28,146
708,418792,64,141
709,418978,29,113
710,419238,33,113
711,419392,29,114
712,419540,32,107
713,419689,28,112
714,419851,28,114
715,420011,28,108
716,420278,27,111
717,420551,28,97
718,420806,28,128
719,420979,29,119
720,421139,28,109
721,421291,28,104
722,421443,28,102
723,421602,28,109
724,421859,28,100
725,422010,32,116
726,422177,29,131
727,422352,29,99
728,422495,28,117
729,422659,28,104
730,422913,28,104
731,423059,27,100
732,423209,28,92
733,423366,30,166
734,423572,27,117
735,423829,28,97
736,423968,27,112
737,424135,28,100
738,424392,28,100
739,424625,28,105
740,424775,36,142
741,424964,36,146
742,425077,31,110
743,425227,37,109
744,425376,35,117
745,425541,33,126
746,425709,29,215
747,425968,31,159
748,426178,32,160
749,426466,35,104
750,426434,31,95
751,426574,37,171
752,426784,31,101
753,427044,31,130
754,427217,33,128
755,427489,31,166
756,427779,32,134
757,428046,31,96
758,428307,31,160
759,428596,32,148
760,428883,30,95
761,428949,36,131
762,429142,32,120
763,429397,32,98
764,429669,32,134
765,429939,32,126
766,430234,32,99
767,430484,31,115
768,430734,31,111
769,432609,31,123
770,432773,30,103
771,432921,32,120
772,433078,61,148
773,433290,31,130
774,433460,31,117
775,433708,32,123
776,433871,32,100
777,434010,30,180
778,434231,35,132
779,434506,31,127
780,434768,32,126
781,435042,32,170
782,435352,32,122
783,435522,30,113
784,435681,33,145
785,435833,31,150
786,436053,33,109
787,436234,31,146
788,436427,32,108
789,436696,30,142
790,436900,32,162
791,437111,32,147
792,437323,45,126
793,437519,31,147
794,437714,33,154
795,437997,31,147
796,438281,33,115
797,438548,30,146
798,438752,31,105
799,439004,31,113
800,439161,30,148
801,439357,31,150
802,439566,30,151
803,439765,31,101
804,440044,32,98
805,440277,33,147
806,440487,31,160
807,440692,31,102
808,440948,31,146
809,441140,33,142
810,441341,32,153
811,441623,32,146
812,441516,31,100
813,441645,31,170
814,441856,31,145
815,442130,31,146
816,442417,30,150
817,442699,30,151
818,442984,36,170
819,443200,31,120
820,443483,31,96
821,443648,33,116
822,443810,31,112
823,443964,31,190
824,444196,30,152
825,444486,32,177
826,444801,39,179
827,445030,31,162
828,445327,32,124
829,445586,32,126
830,445859,30,111
831,446016,30,97
832,446268,31,98
833,446407,33,128
834,446584,33,116
835,446839,31,98
836,446906,73,157
837,447109,32,110
838,447362,38,103
839,447513,37,103
840,447667,31,114
841,447828,32,100
842,447967,32,106
843,448133,31,107
844,448389,30,103
845,448542,31,97
846,448695,30,113
847,448850,31,103
848,449004,31,105
849,449266,31,98
850,449550,30,97
851,449615,32,111
852,449668,31,104
853,449825,32,119
854,450076,32,114
855,450234,36,120
856,450401,32,106
857,450552,36,117
858,450709,31,95
859,450770,32,118
860,450951,31,115
861,451133,32,114
862,451311,32,114
863,451592,31,97
864,451845,32,99
865,451990,31,114
866,452141,31,114
867,452309,31,120
868,452571,32,116
869,452847,32,106
870,453110,33,87
871,453243,31,97
872,453403,32,98
873,453550,32,114
874,453707,32,98
875,453564,31,99
876,453724,31,97
877,453984,31,119
878,454252,32,100
879,454322,32,105
880,454604,30,96
881,454857,31,97
882,455000,30,117
883,455163,31,114
884,455434,31,98
885,455696,31,98
886,455841,31,106
887,455994,30,97
888,456151,32,217
889,456416,32,115
890,456689,32,99
891,456958,30,119
892,457225,31,115
893,457385,30,126
894,457568,31,116
895,457732,31,106
896,457878,32,98
897,459695,33,215
898,459956,30,108
899,460228,31,101
900,460298,88,177
901,460520,35,140
902,460723,31,165
903,461029,31,105
904,461182,32,106
905,461350,33,100
906,461603,31,121
907,461868,38,115
908,462130,31,113
909,462310,32,120
910,462575,32,120
911,462847,31,119
912,463012,30,116
913,463175,31,114
914,463337,33,117
915,463500,32,116
916,463656,31,117
917,463818,31,97
918,463964,31,115
919,464127,32,115
920,464376,31,114
921,464541,32,100
922,464686,31,121
923,464858,32,127
924,465134,32,100
925,465401,31,98
926,465549,31,99
927,465696,30,95
928,465856,31,97
929,465998,32,99
930,466248,32,111
931,466403,32,122
932,466674,33,120
933,466898,31,121
934,467061,32,113
935,467232,32,107
936,467383,31,98
937,467241,32,137
938,467420,33,154
939,467710,31,100
940,467965,31,120
941,468130,31,113
942,468290,33,108
943,468448,32,85
944,468579,30,101
945,468746,32,112
946,469008,31,111
947,469272,32,126
948,469541,31,165
949,469750,31,116
950,470008,31,114
951,470273,32,99
952,470528,31,115
953,470687,31,114
954,470852,31,117
955,471015,31,143
956,471225,30,11311
957,482584,31,130
958,482889,30,101
959,483141,31,134
960,483356,30,119
961,483532,31,107
962,483782,32,129
963,483941,31,120
964,484105,67,140
965,484418,31,100
966,484676,31,99
967,484961,31,113
968,485222,32,188
969,485458,32,110
970,485720,32,120
971,485881,33,161
972,486091,32,118
973,486354,31,116
974,486509,32,124
975,486678,31,97
976,486823,32,98
977,486982,30,131
978,487082,30,99
979,487316,32,118
980,487585,31,115
981,487755,33,132
982,488016,33,116
983,488281,32,100
984,488350,32,131
985,488526,33,130
986,488789,32,109
987,488939,32,164
988,489159,32,109
989,489415,32,117
990,489581,33,163
991,489800,32,225
992,490072,33,109
993,490341,32,115
994,490501,31,193
995,490757,31,115
996,491029,31,114
997,491193,32,163
998,491485,33,117
999,491463,31,97
1000,491606,36,1873
1001,493532,33,136
1002,493807,31,110
1003,493970,33,133
1004,494243,31,118
1005,494411,32,166
1006,494709,32,171
1007,494927,32,162
1008,495221,33,120
1009,495487,30,110
1010,495647,31,91
1011,495785,32,111
1012,495950,32,119
1013,496175,32,90
1014,496408,31,186
1015,496637,31,165
1016,496945,33,117
1017,497100,30,183
1018,497331,32,104
1019,497583,32,116
1020,497743,32,171
1021,498052,31,115
1022,498218,31,115
1023,498478,32,132
1024,498763,32,113
1025,500713,31,127
1026,500968,32,166
1027,501261,31,163
1028,501561,73,216
1029,501820,31,123
1030,502088,41,178
1031,502385,32,122
1032,502549,32,131
1033,502808,31,129
1034,503076,32,116
1035,503337,31,119
1036,503611,32,99
1037,503889,31,98
1038,504172,30,112
1039,504436,31,104
1040,504587,31,99
1041,504730,39,166
1042,504939,32,134
1043,505212,31,164
1044,505508,31,117
1045,505765,31,116
1046,506035,31,113
1047,506194,31,134
1048,506377,32,116
1049,506533,31,114
1050,506694,31,134
1051,506874,31,106
1052,507018,32,100
1053,507178,31,115
1054,507424,31,114
1055,507587,30,101
1056,507727,30,102
1057,507882,32,134
1058,508149,32,116
1059,508409,32,116
1060,508563,31,100
1061,508711,32,101
1062,508567,32,101
1063,508713,32,137
1064,508988,33,120
1065,509266,33,125
1066,509547,32,101
1067,509806,32,102
1068,510081,121,2845
1069,512974,37,196
1070,513223,33,148
1071,513506,29,118
1072,513773,32,123
1073,514034,44,226
1074,514383,28,106
1075,514532,32,215
1076,514789,33,130
1077,515054,31,118
1078,515321,29,145
1079,515511,31,135
1080,515693,32,130
1081,515870,32,229
1082,516144,28,123
1083,516409,28,95
1084,516547,31,143
1085,516743,28,113
1086,516904,30,84
1087,517034,32,117
1088,517200,28,123
1089,517361,27,139
1090,517619,28,102
1091,517753,27,120
1092,517792,80,136
1093,518104,31,124
1094,518361,28,100
1095,518508,28,119
1096,518662,28,109
1097,518806,28,111
1098,518934,31,85
1099,519065,28,84
1100,519192,30,343
1101,519579,28,176
1102,519890,28,139
1103,520099,29,159
1104,513298,32,233
1105,513570,30,190
1106,513803,30,110
1107,514073,28,110
1108,514331,29,93
1109,514389,31,115
1110,514558,32,114
1111,514728,29,106
1112,514996,29,108
1113,515261,29,103
1114,515528,31,144
1115,515804,29,147
1116,516072,31,165
1117,516288,28,130
1118,516556,130,4030
1119,520629,34,122
1120,520888,27,111
1121,521035,32,136
1122,521343,28,126
1123,521520,28,350
1124,521622,29,111
1125,521880,27,103
1126,522037,32,309
1127,522390,28,94
1128,522527,28,156
1129,522722,27,220
1130,522983,28,104
1131,523134,28,112
1132,523292,27,106
1133,523443,45,221
1134,523706,28,112
1135,523968,31,124
1136,524144,27,111
1137,524406,28,103
1138,524548,28,124
1139,524717,28,106
1140,524973,30,123
1141,525143,31,112
1142,525419,28,113
1143,525577,28,84
1144,525705,28,159
1145,525910,28,106
1146,526183,31,113
1147,526347,38,198
1148,526597,32,157
1149,526887,27,93
1150,527035,28,114
1151,527298,28,102
1152,527539,28,115
1153,530287,28,136
1154,530448,28,128
1155,530619,29,96
1156,530628,70,150
1157,530690,30,105
1158,530838,27,100
1159,530872,28,116
1160,530912,36,205
1161,531043,33,144
1162,531202,27,121
1163,531374,28,135
1164,531617,27,110
1165,531878,27,113
1166,532038,28,107
1167,532291,27,145
1168,532501,47,134
1169,532699,39,145
1170,532901,36,114
1171,533125,36,212
1172,533381,36,106
1173,533527,36,109
1174,533681,36,213
1175,533936,37,115
1176,534199,36,102
1177,534348,35,158
1178,534565,36,141
1179,534840,32,98
1180,535103,35,112
1181,535264,36,123
1182,535434,35,131
1183,535608,37,118
1184,535774,32,136
1185,535964,35,124
1186,536129,37,167
1187,536046,31,118
1188,536309,31,125
1189,536481,31,97
1190,536731,31,203
1191,536982,40,208
1192,537243,32,103
1193,537392,32,112
1194,537550,36,223
1195,537821,31,106
1196,538087,36,111
1197,538359,31,103
1198,538627,35,119
1199,538794,36,116
1200,538960,31,111
1201,539118,31,133
1202,539296,36,116
1203,539462,36,119
1204,539630,35,118
1205,539796,31,121
1206,539966,31,115
1207,540124,36,129
1208,540299,32,128
1209,540467,31,118
1210,540629,31,107
1211,540779,30,156
1212,540979,30,128
1213,541243,31,116
1214,541327,33,215
1215,541587,32,108
1216,541744,31,133
1217,541899,32,114
1218,541776,31,127
1219,541946,30,176
1220,542040,60,152
1221,542317,32,113
1222,542578,33,106
1223,542825,31,117
1224,542871,30,111
1225,542901,30,109
1226,543052,31,149
1227,543148,31,121
1228,543419,33,143
1229,543706,30,112
1230,543965,32,270
1231,544281,31,118
1232,544441,31,123
1233,544612,32,199
1234,544854,35,115
1235,545008,32,119
1236,545178,35,139
1237,545493,32,106
1238,545754,33,117
1239,545987,32,120
1240,546253,32,108
1241,546409,33,109
1242,546569,33,113
1243,546729,33,132
1244,546999,33,106
1245,547257,32,109
1246,547411,32,109
1247,547558,32,107
1248,547709,32,128
1249,547587,32,116
1250,547845,30,113
1251,548009,31,110
1252,548168,32,124
1253,548341,32,107
1254,548488,30,120
1255,548659,36,133
1256,548925,31,111
1257,549190,32,114
1258,549273,31,125
1259,549363,31,220
1260,549624,31,99
1261,549771,32,113
1262,549939,32,131
1263,550123,31,104
1264,550278,31,132
1265,550459,30,108
1266,550612,31,171
1267,550827,31,125
1268,551104,32,103
1269,551269,31,107
1270,551532,31,112
1271,551791,31,135
1272,552062,31,126
1273,552337,39,125
1274,552509,31,101
1275,552766,31,112
1276,552918,32,201
1277,553167,32,111
1278,553437,37,117
1279,553698,33,112
1280,553860,30,123
1281,555943,35,103
1282,555919,30,103
1283,556188,33,114
1284,556306,72,172
1285,556411,39,125
1286,556668,31,103
1287,556799,32,117
1288,556959,32,193
1289,557192,32,97
1290,557430,33,110
1291,557458,31,116
1292,557618,31,126
1293,557787,31,89
1294,557925,33,106
1295,558082,32,120
1296,558335,37,122
1297,558603,30,106
1298,558868,33,126
1299,559147,32,118
1300,559420,31,117
1301,559687,32,116
1302,559940,32,141
1303,560214,32,118
1304,560376,32,107
1305,560531,31,112
1306,560683,32,114
1307,560845,32,105
1308,561088,35,134
1309,561402,31,106
1310,561668,31,114
1311,561550,32,108
1312,561705,32,114
1313,561870,33,190
1314,562108,32,112
1315,562363,32,90
1316,562394,37,162
1317,562604,31,129
1318,562882,33,170
1319,563104,32,95
1320,563350,137,1795
1321,565195,34,148
1322,565478,32,152
1323,565769,28,106
1324,566021,32,197
1325,566269,32,112
1326,566548,32,129
1327,566812,31,130
1328,567085,32,124
1329,567349,32,107
1330,567505,31,105
1331,567651,27,108
1332,567808,33,124
1333,567982,33,111
1334,568252,27,106
1335,568509,28,131
1336,568781,27,126
1337,569036,32,101
1338,569300,28,100
1339,569456,28,96
1340,569612,28,101
1341,569866,28,97
1342,570133,33,115
1343,570294,32,122
1344,570460,28,97
1345,570599,27,107
1346,570765,28,106
1347,570917,27,120
1348,571095,75,153
1349,571370,27,107
1350,571513,32,120
1351,571683,32,127
1352,571870,29,107
1353,572042,28,112
1354,572296,28,162
1355,572408,40,198
1356,572649,27,100
1357,572907,28,122
1358,573075,38,219
1359,573341,28,99
1360,573597,28,172
1361,573899,32,123
1362,574075,28,101
1363,574329,32,137
1364,574600,31,106
1365,574753,28,92
1366,574896,29,122
1367,575064,28,115
1368,575323,28,112
1369,575586,28,100
1370,575735,36,118
1371,575911,35,100
1372,576054,36,246
1373,576365,36,115
1374,576344,36,160
1375,576645,37,127
1376,576909,34,127
1377,577192,33,95
1378,577259,35,130
1379,577435,31,105
1380,577691,31,116
1381,577853,32,100
1382,578001,36,124
1383,578169,36,130
1384,578449,31,123
1385,578617,30,98
1386,578883,36,127
1387,579056,35,108
1388,579216,30,105
1389,579333,30,105
1390,579483,31,117
1391,579646,35,125
1392,579922,35,115
1393,580005,32,115
1394,580089,32,117
1395,580377,34,116
1396,580647,36,122
1397,580909,31,131
1398,581089,31,111
1399,581246,31,129
1400,581422,31,140
1401,581636,31,129
1402,581816,36,145
1403,582102,31,154
1404,582391,31,101
1405,582648,31,145
1406,582930,31,112
1407,583197,30,98
1408,583428,32,112
1409,585038,40,369
1410,585327,32,114
1411,585596,33,151
1412,585884,63,164
1413,586184,33,121
1414,586432,32,107
1415,586445,36,126
1416,586702,37,134
1417,586697,32,112
1418,586751,38,106
1419,586821,32,101
1420,586966,31,122
1421,587131,32,113
1422,587411,32,109
1423,587682,33,122
1424,587955,33,151
1425,588245,32,99
1426,588506,32,132
1427,588779,36,128
1428,589051,33,112
1429,589333,32,130
1430,589601,31,204
1431,589848,32,184
1432,590075,30,113
1433,590342,30,118
1434,590615,31,99
1435,590878,36,130
1436,590897,31,117
1437,591170,31,117
1438,591437,31,113
1439,591698,31,103
1440,591849,32,120
1441,592010,31,120
1442,592179,31,107
1443,592336,31,114
1444,592496,31,110
1445,592766,31,94
1446,592831,31,117
1447,592993,32,107
1448,593265,32,125
1449,593536,30,106
1450,593688,32,117
1451,593851,31,111
1452,594118,33,123
1453,594379,32,115
1454,594539,30,118
1455,594697,31,136
1456,594888,31,134
1457,594993,31,119
1458,595262,31,110
1459,595522,35,113
1460,595681,32,122
1461,595819,32,114
1462,595982,31,128
1463,596156,31,102
1464,596310,31,111
1465,596466,32,114
1466,596633,32,150
1467,596924,30,133
1468,597189,32,115
1469,597465,30,126
1470,597732,30,108
1471,597896,31,116
1472,598051,32,146
1473,598250,32,169
1474,598463,32,117
1475,598621,32,117
1476,598676,63,123
1477,598738,32,102
1478,598704,39,108
1479,598857,31,114
1480,599033,31,113
1481,599200,31,183
1482,599513,31,157
1483,599611,32,177
1484,599928,32,124
1485,600193,32,126
1486,600476,32,129
1487,600746,31,134
1488,601022,32,116
1489,601295,33,115
1490,601455,32,151
1491,601677,32,172
1492,601900,32,119
1493,602065,32,102
1494,602213,33,116
1495,602384,31,109
1496,602641,32,133
