seq,feed_to_engine_ns,decision_ns,total_ns
16292,2145950,36,124
16293,2146053,44,148
16294,2146178,37,142
16295,2146294,41,175
16296,2146450,40,174
16297,2146605,43,142
16298,2146724,40,163
16299,2146865,40,165
16300,2147006,44,166
16301,2147151,40,160
16302,2147292,38,228
16303,2147497,41,153
16304,2147624,41,143
16305,2147743,44,162
16306,2147881,39,155
16307,2148014,37,161
16308,2148154,44,158
16309,2148290,40,177
16310,2148447,40,158
16311,2148589,42,145
16312,2148530,40,142
16313,2148464,41,158
16314,2148404,43,153
16315,2148343,45,150
16316,2148201,44,155
16317,2148278,45,183
16318,2148281,41,149
16319,2148353,41,157
16320,2148391,46,153
16321,2148466,41,150
16322,2148280,43,144
16323,2148230,40,140
16324,2148173,97,222
16325,2148204,38,147
16326,2148167,42,147
16327,2148112,41,164
16328,2148200,41,156
16329,2148264,40,144
16330,2148327,40,142
16331,2148289,40,152
16332,2148360,42,166
16333,2148426,42,190
16334,2148531,37,153
16335,2148483,47,147
16336,2148449,42,146
16337,2148497,40,184
16338,2148483,42,169
16339,2148576,40,140
16340,2148609,57,175
16341,2148761,38,145
16342,2148714,56,152
16343,2148792,40,135
16344,2148728,42,142
16345,2148794,42,164
16346,2148771,37,150
16347,2148834,35,118
16348,2148739,38,173
16349,2148804,39,239
16350,2148852,45,183
16351,2148962,40,153
16352,2148930,39,159
16353,2149001,38,140
16354,2149036,40,155
16355,2149170,41,144
16356,2149120,40,150
16357,2149195,40,160
16358,2149148,40,157
16359,2149113,37,186
16360,2149275,40,241
16361,2149490,37,179
16362,2149643,42,164
16363,2149783,39,169
16364,2149923,41,168
16365,2150066,41,158
16366,2150199,44,172
16367,2150349,43,181
16368,2150504,40,164
16369,2150660,40,141
16370,2150778,41,150
16371,2150907,41,138
16372,2151023,42,120
16373,2151118,41,146
16374,2151236,42,162
16375,2151377,38,152
16376,2151507,40,164
16377,2151647,43,164
16378,2151785,41,172
16379,2151931,41,168
16380,2152079,45,152
16381,2152209,40,138
16382,2152323,39,150
16383,2152446,43,139
16384,2152564,41,159
16385,2154870,41,210
16386,2155055,41,187
16387,2155175,39,163
16388,2155318,87,200
16389,2155498,43,184
16390,2155657,40,135
16391,2155768,43,164
16392,2155906,38,197
16393,2156078,39,284
16394,2156171,44,162
16395,2156256,38,152
16396,2156386,42,164
16397,2156379,42,171
16398,2156479,38,145
16399,2156523,39,171
16400,2156618,45,165
16401,2156573,42,160
16402,2156531,42,173
16403,2156623,37,165
16404,2156688,38,147
16405,2156725,36,136
16406,2156746,40,151
16407,2156820,37,154
16408,2156950,41,158
16409,2157088,40,157
16410,2157219,37,152
16411,2157347,45,158
16412,2157405,41,146
16413,2157526,43,146
16414,2157645,39,167
16415,2157791,39,142
16416,2157908,44,146
16417,2158029,39,159
16418,2158166,41,172
16419,2158319,43,151
16420,2158446,40,157
16421,2158579,41,166
16422,2158723,42,149
16423,2158855,39,158
16424,2158988,40,150
16425,2159113,40,159
16426,2159252,40,141
16427,2159371,40,174
16428,2159523,42,162
16429,2159658,39,141
16430,2159774,42,150
16431,2159899,42,159
16432,2160037,41,160
16433,2160173,40,138
16434,2160292,41,135
16435,2160404,38,160
16436,2160539,40,136
16437,2160650,40,166
16438,2160609,39,138
16439,2160560,40,247
16440,2160729,41,192
16441,2160722,45,243
16442,2160884,43,190
16443,2160879,40,122
16444,2160732,39,178
16445,2160834,44,160
16446,2160818,40,160
16447,2160896,42,227
16448,2160913,38,142
16449,2160868,38,178
16450,2160685,38,204
16451,2160810,44,163
16452,2160767,127,251
16453,2160825,45,166
16454,2160806,39,154
16455,2160876,40,147
16456,2160820,41,133
16457,2160742,38,142
16458,2160678,38,131
16459,2160734,41,141
16460,2160658,41,153
16461,2160604,43,181
16462,2160597,43,167
16463,2160679,39,249
16464,2160738,40,160
16465,2160823,43,220
16466,2160863,38,154
16467,2160940,39,138
16468,2160895,43,143
16469,2160935,39,134
16470,2160963,39,202
16471,2161145,46,189
16472,2161142,38,146
16473,2161210,38,140
16474,2161132,41,207
16475,2161106,42,165
16476,2161180,39,127
16477,2161108,38,147
16478,2161174,40,146
16479,2161112,41,160
16480,2161162,41,146
16481,2161115,38,137
16482,2161172,40,159
16483,2161153,39,225
16484,2161295,40,151
16485,2161234,42,155
16486,2161193,41,176
16487,2161188,41,149
16488,2161229,45,159
16489,2161198,45,148
16490,2161272,41,153
16491,2161247,40,145
16492,2161317,42,146
16493,2161283,40,145
16494,2161142,40,140
16495,2161206,42,164
16496,2161154,44,166
16497,2161213,40,148
16498,2161165,41,144
16499,2161229,37,183
16500,2161387,42,145
16501,2161509,40,232
16502,2161719,36,276
16503,2161973,42,153
16504,2162103,39,141
16505,2162220,39,142
16506,2162337,40,179
16507,2162496,40,173
16508,2162617,39,186
16509,2162781,40,278
16510,2163033,39,147
16511,2163157,41,176
16512,2163308,37,149
16513,2174941,44,268
16514,2175188,40,164
16515,2175280,39,206
16516,2175289,92,199
16517,2175285,39,221
16518,2175423,39,194
16519,2175514,39,173
16520,2175664,42,173
16521,2175635,40,141
16522,2175696,40,157
16523,2175675,38,152
16524,2175743,40,175
16525,2175818,44,171
16526,2175966,40,214
16527,2175961,41,179
16528,2176035,38,146
16529,2175981,43,280
16530,2176177,40,180
16531,2176161,51,176
16532,2176249,42,177
16533,2176217,41,138
16534,2176146,42,233
16535,2176302,36,138
16536,2176258,41,157
16537,2176267,43,175
16538,2176348,39,191
16539,2176461,38,159
16540,2176432,41,151
16541,2176504,39,155
16542,2176475,39,152
16543,2176530,41,154
16544,2176657,37,146
16545,2176620,41,149
16546,2176492,40,133
16547,2176546,42,158
16548,2176491,38,182
16549,2176489,42,146
16550,2176441,40,141
16551,2176396,49,154
16552,2176347,44,152
16553,2176384,41,144
16554,2176327,43,148
16555,2176396,41,165
16556,2176372,37,148
16557,2176446,42,142
16558,2176377,47,163
16559,2176437,39,143
16560,2176391,40,147
16561,2176461,44,145
16562,2176419,42,151
16563,2176394,40,169
16564,2176473,44,165
16565,2176437,39,149
16566,2176389,42,151
16567,2176444,42,148
16568,2176390,48,163
16569,2176479,43,172
16570,2176472,40,172
16571,2176559,39,143
16572,2176496,40,152
16573,2176538,40,153
16574,2176501,45,136
16575,2176563,43,166
16576,2176630,40,200
16577,2176761,44,173
16578,2176714,39,199
16579,2176621,47,162
16580,2176704,91,208
16581,2176707,42,142
16582,2176743,41,151
16583,2176701,40,141
16584,2176766,41,156
16585,2176748,41,157
16586,2176812,40,164
16587,2176768,42,175
16588,2176757,43,138
16589,2176706,40,159
16590,2176758,40,143
16591,2176706,41,137
16592,2176761,41,194
16593,2176747,43,144
16594,2176705,40,165
16595,2176668,40,159
16596,2176630,39,164
16597,2176594,40,146
16598,2176629,41,140
16599,2176490,40,145
16600,2176435,45,164
16601,2176517,43,177
16602,2176495,42,162
16603,2176454,43,172
16604,2176507,45,163
16605,2176482,39,157
16606,2176559,41,161
16607,2176538,41,147
16608,2176606,40,146
16609,2176573,37,154
16610,2176648,41,166
16611,2176603,39,151
16612,2176563,41,159
16613,2176522,40,158
16614,2176485,41,144
16615,2176440,42,158
16616,2176412,39,143
16617,2176367,40,169
16618,2176428,43,160
16619,2176412,40,120
16620,2176453,41,154
16621,2176393,41,149
16622,2176359,40,170
16623,2176429,39,157
16624,2176380,37,133
16625,2176433,44,158
16626,2176488,38,137
16627,2176606,39,145
16628,2176536,40,177
16629,2176518,45,146
16630,2176552,41,143
16631,2176674,42,144
16632,2176793,39,135
16633,2176905,40,167
16634,2177044,45,159
16635,2177179,44,183
16636,2177340,39,163
16637,2177480,39,153
16638,2177607,41,154
16639,2177737,40,139
16640,2177851,42,167
16641,2180166,52,169
16642,2180305,41,198
16643,2180483,43,149
16644,2180612,109,214
16645,2180803,41,151
16646,2180930,39,152
16647,2181061,39,151
16648,2181195,40,146
16649,2181319,40,152
16650,2181444,39,162
16651,2181584,41,170
16652,2181731,42,146
16653,2181853,43,173
16654,2182000,39,147
16655,2182127,40,168
16656,2182094,42,162
16657,2182179,40,147
16658,2182132,41,163
16659,2182211,41,160
16660,2182319,41,144
16661,2182441,41,160
16662,2182488,40,151
16663,2182610,40,135
16664,2182726,41,159
16665,2182860,42,159
16666,2182995,40,142
16667,2183116,44,176
16668,2183274,39,131
16669,2183377,42,157
16670,2183507,44,162
16671,2183641,43,161
16672,2183777,40,159
16673,2183910,40,169
16674,2184047,40,143
16675,2184158,42,144
16676,2184275,41,166
16677,2184418,41,152
16678,2184542,41,166
16679,2184504,40,138
16680,2184443,42,155
16681,2184525,42,147
16682,2184650,42,145
16683,2184591,46,151
16684,2184716,40,165
16685,2184689,39,127
16686,2184734,42,169
16687,2184879,41,145
16688,2184819,41,133
16689,2184876,40,133
16690,2184831,44,168
16691,2184908,39,118
16692,2184811,42,170
16693,2184783,46,152
16694,2184751,43,164
16695,2184732,43,149
16696,2184702,42,181
16697,2184664,45,145
16698,2184509,40,149
16699,2184582,47,149
16700,2184543,41,157
16701,2184624,40,144
16702,2184579,42,165
16703,2184666,38,158
16704,2184698,37,169
16705,2184685,39,143
16706,2184506,39,135
16707,2184548,39,136
16708,2184502,109,210
16709,2184628,41,141
16710,2184579,39,159
16711,2184666,41,150
16712,2184630,40,153
16713,2184706,41,177
16714,2184667,41,192
16715,2184673,43,175
16716,2184661,41,131
16717,2184600,44,138
16718,2184558,42,165
16719,2184530,40,148
16720,2184398,41,158
16721,2184480,40,133
16722,2184504,40,135
16723,2184620,40,153
16724,2184523,40,164
16725,2184444,39,140
16726,2184508,40,165
16727,2184496,41,146
16728,2184564,40,218
16729,2184608,44,150
16730,2184682,41,150
16731,2184653,40,143
16732,2184713,41,148
16733,2184683,41,149
16734,2184747,41,158
16735,2184728,42,149
16736,2184801,39,157
16737,2184763,44,156
16738,2184627,41,157
16739,2184703,39,140
16740,2184662,40,151
16741,2184735,45,150
16742,2184694,42,149
16743,2184764,40,143
16744,2184707,41,158
16745,2184788,39,152
16746,2184746,41,173
16747,2184836,41,185
16748,2184814,40,152
16749,2184777,37,142
16750,2184848,43,155
16751,2184900,42,159
16752,2184983,41,155
16753,2184958,43,150
16754,2185033,41,147
16755,2185158,42,168
16756,2185110,41,160
16757,2185194,38,179
16758,2185196,40,143
16759,2185260,40,150
16760,2185192,42,139
16761,2185142,37,147
16762,2185209,40,153
16763,2185163,57,174
16764,2185260,40,137
16765,2185217,40,156
16766,2185286,41,135
16767,2185224,40,174
16768,2185320,41,153
16769,2187617,41,312
16770,2187733,40,156
16771,2187679,42,164
16772,2187654,103,220
16773,2187669,44,155
16774,2187751,41,151
16775,2187724,41,155
16776,2187794,40,146
16777,2187917,40,161
16778,2188054,42,155
16779,2188190,44,145
16780,2188310,38,167
16781,2188457,41,154
16782,2188589,46,173
16783,2188739,42,166
16784,2188889,40,148
16785,2189012,40,165
16786,2189159,41,153
16787,2189196,45,148
16788,2189323,40,149
16789,2189447,40,218
16790,2189640,48,186
16791,2189804,43,153
16792,2189930,41,132
16793,2190045,42,151
16794,2190178,39,161
16795,2190316,40,165
16796,2190454,40,162
16797,2190416,41,147
16798,2190489,41,192
16799,2190491,44,160
16800,2190575,42,143
16801,2190496,40,163
16802,2190634,40,142
16803,2190593,39,144
16804,2190448,40,168
16805,2190541,40,164
16806,2190521,43,160
16807,2190598,44,151
16808,2190540,41,152
16809,2190671,40,158
16810,2190609,45,153
16811,2190557,45,169
16812,2190637,40,145
16813,2190589,43,158
16814,2190680,42,171
16815,2190650,44,167
16816,2190541,39,148
16817,2190614,43,155
16818,2190747,40,151
16819,2190692,41,189
16820,2190772,40,165
16821,2190744,40,129
16822,2190794,45,154
16823,2190770,39,148
16824,2190838,44,210
16825,2190839,41,150
16826,2190789,40,146
16827,2190744,42,258
16828,2190812,38,142
16829,2190760,38,173
16830,2190853,41,160
16831,2190806,41,157
16832,2190769,42,151
16833,2190733,43,143
16834,2190769,40,145
16835,2190888,47,160
16836,2190867,91,231
16837,2191023,37,217
16838,2191056,42,133
16839,2191116,42,230
16840,2191125,40,170
16841,2191223,41,189
16842,2191219,39,141
16843,2191289,39,202
16844,2191280,40,143
16845,2191355,41,139
16846,2191308,39,152
16847,2191389,40,144
16848,2191329,40,146
16849,2191198,40,135
16850,2191204,42,134
16851,2191146,42,179
16852,2191246,41,148
16853,2191196,44,151
16854,2191274,41,172
16855,2191243,41,160
16856,2191194,39,143
16857,2191261,41,150
16858,2191309,41,155
16859,2191395,42,183
16860,2191367,41,160
16861,2191328,40,155
16862,2191296,41,144
16863,2191329,38,143
16864,2191443,41,161
16865,2191403,45,168
16866,2191466,44,153
16867,2191419,40,138
16868,2191476,38,144
16869,2191435,40,174
16870,2191534,39,168
16871,2191519,39,144
16872,2191586,40,131
16873,2191538,38,138
16874,2191597,40,151
16875,2191556,40,140
16876,2191616,40,135
16877,2191550,41,126
16878,2191601,41,135
16879,2191555,43,164
16880,2191647,41,194
16881,2191661,43,169
16882,2191754,44,146
16883,2191718,45,173
16884,2191822,40,161
16885,2191804,43,147
16886,2191876,42,172
16887,2191838,37,165
16888,2191789,41,143
16889,2191727,40,146
16890,2191664,42,174
16891,2191619,43,150
16892,2191573,42,189
16893,2191569,40,149
16894,2191532,38,146
16895,2191469,39,162
16896,2191560,40,142
16897,2193837,46,199
16898,2193855,42,178
16899,2193852,42,120
16900,2193891,83,185
16901,2194046,41,181
16902,2194202,39,137
16903,2194314,41,164
16904,2194453,40,158
16905,2194585,42,146
16906,2194709,41,134
16907,2194821,38,151
16908,2194951,41,162
16909,2195087,41,175
16910,2195243,42,179
16911,2195323,40,153
16912,2195452,40,155
16913,2195583,44,179
16914,2195738,42,155
16915,2195875,40,137
16916,2195993,41,157
16917,2196125,43,162
16918,2196265,40,135
16919,2196375,40,143
16920,2196495,42,137
16921,2196612,41,146
16922,2196729,41,167
16923,2196878,38,144
16924,2197000,41,167
16925,2197140,42,158
16926,2197111,40,149
16927,2197182,41,165
16928,2197153,41,153
16929,2197234,39,148
16930,2197171,41,149
16931,2197241,43,164
16932,2197197,41,156
16933,2197140,37,157
16934,2197099,39,152
16935,2197050,41,167
16936,2197019,42,156
16937,2196971,42,137
16938,2196896,41,138
16939,2196844,41,143
16940,2196911,44,141
16941,2196874,40,140
16942,2196939,36,140
16943,2196895,41,167
16944,2196978,38,141
16945,2196934,46,173
16946,2197029,40,132
16947,2196940,37,153
16948,2196895,44,151
16949,2196977,40,143
16950,2196926,40,167
16951,2197020,40,145
16952,2196976,40,157
16953,2196942,42,164
16954,2197035,40,142
16955,2196992,40,163
16956,2197079,44,182
16957,2197083,39,136
16958,2197135,42,169
16959,2197099,41,166
16960,2197072,39,151
16961,2197024,42,149
16962,2196939,40,184
16963,2197047,41,170
16964,2197034,116,218
16965,2197175,40,163
16966,2197157,39,153
16967,2197239,41,163
16968,2197212,41,155
16969,2197287,41,162
16970,2197261,40,163
16971,2197345,44,213
16972,2197380,39,169
16973,2197475,44,138
16974,2197434,40,152
16975,2197514,43,191
16976,2197494,44,174
16977,2197476,37,183
16978,2197467,42,152
16979,2197437,40,163
16980,2197394,42,167
16981,2197461,38,142
16982,2197501,40,161
16983,2197454,37,155
16984,2197416,42,178
16985,2197414,41,153
16986,2197390,38,154
16987,2197364,40,154
16988,2197330,40,157
16989,2197300,41,149
16990,2197338,38,141
16991,2197273,41,141
16992,2197338,40,143
16993,2197277,42,131
16994,2197334,41,136
16995,2197285,43,157
16996,2197364,36,145
16997,2197313,39,134
16998,2197364,42,217
16999,2197375,41,172
17000,2197363,46,2052
17001,2199227,40,178
17002,2199210,40,158
17003,2199251,41,169
17004,2199227,45,181
17005,2199332,40,152
17006,2199276,41,153
17007,2199215,40,185
17008,2199219,41,151
17009,2199184,46,175
17010,2199168,40,151
17011,2199131,42,174
17012,2199190,40,152
17013,2199158,39,143
17014,2199224,34,163
17015,2199204,40,146
17016,2199273,42,146
17017,2199210,40,156
17018,2199186,40,145
17019,2199145,41,159
17020,2199109,41,189
17021,2199011,39,144
17022,2199073,41,147
17023,2199013,40,257
17024,2199161,41,161
17025,2201579,49,167
17026,2201677,41,161
17027,2201656,42,175
17028,2201753,93,222
17029,2201765,43,213
17030,2201791,38,240
17031,2201956,41,172
17032,2201944,41,153
17033,2202014,44,157
17034,2201968,41,172
17035,2201945,43,160
17036,2201848,42,238
17037,2201987,40,186
17038,2201991,37,153
17039,2201955,39,135
17040,2201895,38,153
17041,2201936,40,149
17042,2201879,40,155
17043,2201954,43,175
17044,2201943,41,164
17045,2202029,43,149
17046,2201979,41,153
17047,2201930,38,147
17048,2201890,38,142
17049,2201926,39,138
17050,2201863,37,176
17051,2201962,40,139
17052,2201889,42,165
17053,2201861,41,149
17054,2201900,40,136
17055,2201838,40,174
17056,2201937,38,162
17057,2201888,40,220
17058,2201913,41,161
17059,2201970,41,153
17060,2201923,40,168
17061,2202010,38,145
17062,2201976,39,148
17063,2201936,43,160
17064,2202022,41,162
17065,2201992,42,147
17066,2202062,41,164
17067,2202039,42,187
17068,2202147,39,175
17069,2202114,40,143
17070,2202066,43,144
17071,2202016,40,133
17072,2201971,43,157
17073,2201950,41,167
17074,2201918,41,139
17075,2201976,36,120
17076,2202000,43,151
17077,2201876,40,160
17078,2201960,43,146
17079,2201924,38,159
17080,2202005,43,156
17081,2201955,41,154
17082,2201919,43,139
17083,2201865,44,155
17084,2201828,40,154
17085,2201904,40,147
17086,2201868,44,128
17087,2201925,42,161
17088,2201906,39,148
17089,2201977,40,138
17090,2201909,40,158
17091,2201867,41,149
17092,2201803,91,211
17093,2201990,39,164
17094,2201968,40,143
17095,2202033,40,167
17096,2202022,44,164
17097,2202109,40,138
17098,2202033,40,156
17099,2202004,144,9449
17100,2211392,40,253
17101,2211458,33,126
17102,2211500,40,162
17103,2211454,38,165
17104,2211593,40,166
17105,2211636,41,171
17106,2211703,38,159
17107,2211765,38,147
17108,2211799,40,174
17109,2211951,40,156
17110,2212082,42,171
17111,2212226,43,161
17112,2212368,42,163
17113,2212506,42,146
17114,2212629,42,163
17115,2212766,41,146
17116,2212896,43,161
17117,2213033,41,163
17118,2213170,39,143
17119,2213290,50,153
17120,2213416,40,142
17121,2213530,41,148
17122,2213653,40,142
17123,2213769,61,165
17124,2213909,40,143
17125,2214025,43,159
17126,2214163,39,142
17127,2214276,35,102
17128,2214347,41,128
17129,2214460,40,155
17130,2214589,57,175
17131,2214740,43,166
17132,2214883,43,152
17133,2214861,40,154
17134,2214932,43,164
17135,2214912,40,154
17136,2214798,40,155
17137,2214876,42,148
17138,2214827,40,143
17139,2214898,37,148
17140,2214832,41,155
17141,2214909,39,185
17142,2214881,41,137
17143,2214820,40,145
17144,2214673,41,161
17145,2214757,40,138
17146,2214685,42,149
17147,2214652,41,158
17148,2214621,43,153
17149,2214590,41,154
17150,2214533,42,152
17151,2214496,41,140
17152,2214692,40,179
17153,2216790,43,216
17154,2216928,40,135
17155,2216857,42,171
17156,2217004,92,224
17157,2217207,43,138
17158,2217322,42,155
17159,2217450,38,179
17160,2217605,46,175
17161,2217685,39,170
17162,2217830,42,153
17163,2217957,37,246
17164,2218177,41,170
17165,2218328,40,162
17166,2218468,43,174
17167,2218624,38,151
17168,2218749,42,148
17169,2218874,41,178
17170,2219029,40,191
17171,2219202,44,157
17172,2219302,41,184
17173,2219469,41,163
17174,2219605,53,178
17175,2219587,39,144
17176,2219648,44,167
17177,2219633,43,156
17178,2219719,42,139
17179,2219680,40,153
17180,2219751,41,172
17181,2219791,42,167
17182,2219888,46,150
17183,2220008,41,156
17184,2219963,40,145
17185,2220032,42,163
17186,2219967,41,144
17187,2220016,45,157
17188,2219975,38,140
17189,2220027,35,125
17190,2219950,39,150
17191,2220023,42,158
17192,2220080,38,227
17193,2220288,40,146
17194,2220248,41,169
17195,2220338,46,164
17196,2220293,40,160
17197,2220259,40,138
17198,2220224,39,160
17199,2220193,42,161
17200,2220160,41,158
17201,2220117,39,166
17202,2220169,41,127
17203,2220089,41,174
17204,2220186,41,160
17205,2220131,41,146
17206,2220092,39,153
17207,2220163,44,159
17208,2220137,42,157
17209,2220020,42,147
17210,2220098,42,192
17211,2220101,42,162
17212,2220183,40,148
17213,2220124,42,178
17214,2220113,39,145
17215,2220157,41,179
17216,2220139,41,134
17217,2220186,40,135
17218,2220106,36,124
17219,2219936,32,124
17220,2219768,153,248
17221,2219935,41,138
17222,2219875,33,135
17223,2219860,37,146
17224,2219820,37,145
17225,2219700,37,158
17226,2219777,36,142
17227,2219724,31,130
17228,2219766,32,116
17229,2219666,39,277
17230,2219753,42,170
17231,2219814,41,151
17232,2219943,41,218
17233,2219974,41,153
17234,2220049,41,158
17235,2220017,38,142
17236,2220074,42,143
17237,2220037,37,151
17238,2220104,39,120
17239,2220034,35,130
17240,2220073,37,145
17241,2220009,35,118
17242,2220014,35,120
17243,2219936,32,114
17244,2219966,33,126
17245,2219874,40,121
17246,2219800,33,109
17247,2219799,31,125
17248,2219728,35,148
17249,2219788,33,135
17250,2219741,34,126
17251,2219783,33,126
17252,2219725,35,149
17253,2219797,31,134
17254,2219715,34,137
17255,2219641,31,135
17256,2219692,31,124
17257,2219616,31,133
17258,2219664,34,122
17259,2219593,34,147
17260,2219652,31,108
17261,2219546,32,134
17262,2219477,33,102
17263,2219462,33,99
17264,2219355,32,105
17265,2219374,33,131
17266,2219316,31,114
17267,2219334,33,117
17268,2219249,34,130
17269,2219280,48,154
17270,2219407,39,138
17271,2219515,35,137
17272,2219445,38,123
17273,2219364,41,159
17274,2219415,36,148
17275,2219349,41,127
17276,2219394,38,129
17277,2219329,37,127
17278,2219379,37,154
17279,2219323,36,258
17280,2219386,36,137
17281,2221492,39,191
17282,2221495,40,136
17283,2221445,39,158
17284,2221411,88,182
17285,2221404,38,144
17286,2221330,39,151
17287,2221367,37,151
17288,2221298,38,126
17289,2221342,37,141
17290,2221271,38,129
17291,2221219,40,144
17292,2221252,37,142
17293,2221196,36,145
17294,2221262,37,131
17295,2221210,37,127
17296,2221261,38,139
17297,2221219,38,141
17298,2221283,36,139
17299,2221236,40,158
17300,2221319,37,149
17301,2221284,40,154
17302,2221356,39,149
17303,2221297,39,125
17304,2221234,37,112
17305,2221244,39,122
17306,2221172,38,142
17307,2221241,38,129
17308,2221277,37,134
17309,2221343,37,143
17310,2221278,36,148
17311,2221228,36,123
17312,2221240,40,140
17313,2221177,42,136
17314,2221235,38,182
17315,2221213,38,155
17316,2221258,36,153
17317,2221203,39,147
17318,2221271,38,126
17319,2221220,37,133
17320,2221275,37,147
17321,2221236,40,182
17322,2221338,38,141
17323,2221283,37,132
17324,2221339,39,124
17325,2221271,39,139
17326,2221334,37,132
17327,2221254,37,139
17328,2221216,36,124
17329,2221043,42,151
17330,2221116,37,124
17331,2221031,36,129
17332,2220976,36,152
17333,2221018,36,153
17334,2220955,37,158
17335,2221033,38,124
17336,2220946,38,131
17337,2220888,40,139
17338,2220916,37,141
17339,2220865,37,121
17340,2220904,37,132
17341,2221011,38,127
17342,2221111,36,134
17343,2221221,38,130
17344,2221323,37,125
17345,2221417,37,134
17346,2221527,38,140
17347,2221643,38,137
17348,2221681,70,167
17349,2221823,37,135
17350,2221935,38,131
17351,2222040,40,135
17352,2222147,38,136
17353,2222262,37,133
17354,2222371,37,144
17355,2222489,39,133
17356,2222592,36,126
17357,2222691,38,133
17358,2222797,36,132
17359,2222900,37,138
17360,2223011,36,139
17361,2223122,40,138
17362,2223236,37,139
17363,2223345,32,127
17364,2223437,35,135
17365,2223384,33,121
17366,2223421,33,116
17367,2223346,31,102
17368,2223356,36,134
17369,2223272,32,113
17370,2223195,32,114
17371,2223104,31,126
17372,2223147,41,142
17373,2223106,39,136
17374,2223163,40,146
17375,2223128,39,130
17376,2223178,40,130
17377,2223096,39,124
17378,2223106,43,131
17379,2223018,36,144
17380,2223083,43,159
17381,2223057,40,156
17382,2223136,36,124
17383,2223071,39,150
17384,2223136,39,156
17385,2223109,39,154
17386,2223185,41,196
17387,2223192,44,147
17388,2223263,40,162
17389,2223234,40,203
17390,2223379,41,162
17391,2223356,41,223
17392,2223504,41,169
17393,2223484,40,143
17394,2223547,39,164
17395,2223513,40,146
17396,2223447,41,175
17397,2223435,37,138
17398,2223491,40,142
17399,2223452,41,150
17400,2223524,43,158
17401,2223500,40,149
17402,2223572,40,144
17403,2223507,41,143
17404,2223469,42,140
17405,2223500,40,170
17406,2223646,39,152
17407,2223777,43,141
17408,2223714,39,147
17409,2226002,48,187
17410,2225990,43,195
17411,2225977,39,158
17412,2226042,92,203
17413,2226043,44,171
17414,2226123,42,164
17415,2226075,41,166
17416,2226040,41,151
17417,2226003,40,163
17418,2225975,38,131
17419,2225916,40,164
17420,2225790,38,168
17421,2225881,42,164
17422,2225856,39,174
17423,2225953,40,142
17424,2225919,42,167
17425,2226002,41,146
17426,2225943,41,152
17427,2225902,45,152
17428,2225860,39,159
17429,2225917,48,167
17430,2225893,38,161
17431,2225971,40,137
17432,2225903,40,174
17433,2225889,42,162
17434,2225970,42,176
17435,2225941,43,150
17436,2225916,40,182
17437,2225902,44,156
17438,2225957,41,148
17439,2225885,38,146
17440,2225952,40,165
17441,2225908,40,155
17442,2225871,39,144
17443,2225823,42,173
17444,2225806,41,151
17445,2225774,39,160
17446,2225823,44,149
17447,2225776,41,166
17448,2225865,46,176
17449,2225837,41,162
17450,2225814,43,162
17451,2225794,45,158
17452,2225757,39,172
17453,2225743,43,151
17454,2225707,43,172
17455,2225700,39,150
17456,2225671,42,157
17457,2225645,40,251
17458,2225712,41,166
17459,2225801,40,182
17460,2225778,39,172
17461,2225757,45,170
17462,2225749,38,136
17463,2225710,40,144
17464,2225674,43,159
17465,2225652,36,162
17466,2225623,40,167
17467,2225682,40,148
17468,2225630,42,159
17469,2225709,40,158
17470,2225663,42,154
17471,2225620,39,141
17472,2225650,41,149
17473,2225528,44,173
17474,2225496,40,157
17475,2225579,40,152
17476,2225548,131,245
17477,2225714,41,150
17478,2225681,40,167
17479,2225768,43,244
17480,2225807,40,196
17481,2225825,42,167
17482,2225969,40,156
17483,2225934,41,136
17484,2225994,45,155
17485,2225965,41,155
17486,2226034,41,168
17487,2226010,40,164
17488,2225982,40,160
17489,2225954,41,183
17490,2225942,37,163
17491,2225994,41,148
17492,2225931,39,150
17493,2226006,40,148
17494,2225965,40,144
17495,2226030,41,206
17496,2226054,40,163
17497,2226138,41,172
17498,2226131,41,154
17499,2226207,43,164
17500,2226162,41,149
17501,2226124,43,165
17502,2226104,37,158
17503,2226172,41,151
17504,2226127,42,152
17505,2226004,40,138
17506,2226067,40,224
17507,2226109,41,155
17508,2226186,42,221
17509,2226317,42,161
17510,2226207,40,214
17511,2226343,39,208
17512,2226343,43,153
17513,2226224,39,161
17514,2226295,39,149
17515,2226346,37,178
17516,2226495,40,161
17517,2226634,39,151
17518,2226576,41,163
17519,2226529,40,194
17520,2226530,40,159
17521,2226617,39,151
17522,2226582,41,191
17523,2226694,40,172
17524,2226685,40,142
17525,2226737,39,146
17526,2226706,40,160
17527,2226790,42,144
17528,2226740,44,155
17529,2226819,41,143
17530,2226772,38,148
17531,2226830,39,157
17532,2226803,42,142
17533,2226868,40,172
17534,2226854,43,120
17535,2226787,38,161
17536,2226864,40,156
17537,2229177,44,163
17538,2229121,40,167
17539,2229089,38,171
17540,2229181,91,209
17541,2229200,44,139
17542,2229318,40,173
17543,2229308,43,178
17544,2229397,39,170
17545,2229379,40,154
17546,2229454,42,173
17547,2229603,40,172
17548,2229749,45,177
17549,2229901,42,159
17550,2230035,39,155
17551,2230161,42,138
17552,2230277,43,146
17553,2230404,44,156
17554,2230535,41,167
17555,2230677,40,190
17556,2230838,39,141
17557,2230953,40,159
17558,2231086,41,165
17559,2231232,44,166
17560,2231372,41,142
17561,2231491,40,156
